ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
GO:0002399	MHC class II protein complex assembly	3/94	16/18986	0.1875	37.8710106382979	10.407385146125	6.28122093472173e-05	0.0343050286703851	0.0309436429122815	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q1Q4
GO:0002503	peptide antigen assembly with MHC class II protein complex	3/94	16/18986	0.1875	37.8710106382979	10.407385146125	6.28122093472173e-05	0.0343050286703851	0.0309436429122815	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q1Q4
GO:0045622	regulation of T-helper cell differentiation	4/94	48/18986	0.0833333333333333	16.8315602836879	7.74653594932112	9.27908840229091e-05	0.0343050286703851	0.0309436429122815	ANXA1/BATF/HLA-DRB1/SMAD7	4	Pooled_Q1Q4
GO:0045619	regulation of lymphocyte differentiation	7/94	223/18986	0.031390134529148	6.34013929968514	5.6582761243921	0.000120850798550869	0.0343050286703851	0.0309436429122815	ANXA1/ARID1B/BATF/HLA-DRB1/PPP2R3C/PRKDC/SMAD7	7	Pooled_Q1Q4
GO:0055093	response to hyperoxia	3/94	20/18986	0.15	30.2968085106383	9.24650686100756	0.000126043980768865	0.0343050286703851	0.0309436429122815	BNIP3/CDKN1A/MMP2	3	Pooled_Q1Q4
GO:0050863	regulation of T cell activation	9/94	393/18986	0.0229007633587786	4.62546694818905	5.1228984828793	0.000143617493928458	0.0343050286703851	0.0309436429122815	ANXA1/ARID1B/BATF/GPNMB/HLA-DQA1/HLA-DQB1/HLA-DRB1/LMO1/SMAD7	9	Pooled_Q1Q4
GO:0002396	MHC protein complex assembly	3/94	21/18986	0.142857142857143	28.854103343465	9.00850378802602	0.000146524415036349	0.0343050286703851	0.0309436429122815	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q1Q4
GO:0002501	peptide antigen assembly with MHC protein complex	3/94	21/18986	0.142857142857143	28.854103343465	9.00850378802602	0.000146524415036349	0.0343050286703851	0.0309436429122815	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q1Q4
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	4/94	62/18986	0.0645161290322581	13.0308853809197	6.69294449528699	0.000252321023545953	0.0454393284480216	0.0409869458842132	ANXA1/BATF/HLA-DRB1/SMAD7	4	Pooled_Q1Q4
GO:0051251	positive regulation of lymphocyte activation	8/94	336/18986	0.0238095238095238	4.80901722391084	4.96905056564595	0.000262894650867277	0.0454393284480216	0.0409869458842132	ANXA1/ARID1B/CDKN1A/HLA-DQA1/HLA-DQB1/HLA-DRB1/PPP2R3C/PRKDC	8	Pooled_Q1Q4
GO:1902105	regulation of leukocyte differentiation	8/94	337/18986	0.0237388724035608	4.79474714312772	4.95792870959586	0.000268206314868387	0.0454393284480216	0.0409869458842132	ANXA1/ARID1B/BATF/HLA-DRB1/PPP2R3C/PRKDC/QKI/SMAD7	8	Pooled_Q1Q4
GO:1903706	regulation of hemopoiesis	9/94	433/18986	0.0207852193995381	4.19817207999607	4.74863689572086	0.000294865633571626	0.0454393284480216	0.0409869458842132	ANXA1/ARID1B/BATF/HLA-DRB1/NFKBIA/PPP2R3C/PRKDC/QKI/SMAD7	9	Pooled_Q1Q4
GO:0036296	response to increased oxygen levels	3/94	27/18986	0.111111111111111	22.4420803782506	7.86450417939647	0.000315382418486002	0.0454393284480216	0.0409869458842132	BNIP3/CDKN1A/MMP2	3	Pooled_Q1Q4
